Year,section,reach,pass,unitnum,unittype,Vert index,pitnumber,species,length 1 (mm),length 2 (mm),Weight (g),clip,Sample date,notes
1993,CC,L,1,5,C,10,NA,Coastal giant salamander,49,90,NA,NONE,01 September 1993,NA
1993,CC,L,1,5,C,11,NA,Coastal giant salamander,88,166,NA,NONE,01 September 1993,NA
1993,CC,L,1,5,C,12,NA,Coastal giant salamander,60,117,NA,NONE,01 September 1993,NA
1993,CC,L,1,5,C,13,NA,Coastal giant salamander,70,132,NA,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,21,NA,Coastal giant salamander,57,99,7.82,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,22,NA,Coastal giant salamander,37,67,1.81,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,23,NA,Coastal giant salamander,45,85,3.89,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,24,NA,Coastal giant salamander,45,88,4,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,25,NA,Coastal giant salamander,70,127,14.83,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,26,NA,Coastal giant salamander,57,107,7.16,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,27,NA,Coastal giant salamander,62,117,9.32,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,28,NA,Coastal giant salamander,79,129,17.71,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,29,NA,Coastal giant salamander,52,97,6.27,NONE,01 September 1993,NA
1993,CC,L,1,6,SC,30,NA,Coastal giant salamander,82,146,21.19,NONE,01 September 1993,NA
1993,CC,L,2,1,P,4,NA,Coastal giant salamander,60,NA,9.03,NONE,01 September 1993,NA
1993,CC,L,2,1,P,5,NA,Coastal giant salamander,81,NA,21.94,NONE,01 September 1993,NA
1993,CC,L,2,1,P,6,NA,Coastal giant salamander,77,NA,17.55,NONE,01 September 1993,NA
1993,CC,L,2,1,P,7,NA,Coastal giant salamander,64,NA,12.36,NONE,01 September 1993,NA
1993,CC,L,2,1,P,8,NA,Coastal giant salamander,75,NA,17.82,NONE,01 September 1993,NA
1993,CC,L,2,2,C,12,NA,Coastal giant salamander,27,NA,0.78,NONE,01 September 1993,NA
1993,CC,L,2,2,C,13,NA,Coastal giant salamander,37,NA,2.33,NONE,01 September 1993,NA
1993,CC,L,2,2,C,14,NA,Coastal giant salamander,33,NA,1.65,NONE,01 September 1993,NA
1993,CC,L,2,2,C,15,NA,Coastal giant salamander,68,NA,12.32,NONE,01 September 1993,NA
1993,CC,L,2,2,C,16,NA,Coastal giant salamander,41,NA,2.69,NONE,01 September 1993,NA
1993,CC,L,2,2,C,17,NA,Coastal giant salamander,74,NA,15.36,NONE,01 September 1993,NA
1993,CC,L,2,2,C,18,NA,Coastal giant salamander,57,NA,6.87,NONE,01 September 1993,NA
1993,CC,L,2,2,C,19,NA,Coastal giant salamander,46,NA,4.31,NONE,01 September 1993,NA
1993,CC,L,2,2,C,20,NA,Coastal giant salamander,104,NA,30.05,NONE,01 September 1993,NA
1993,CC,L,2,4,P,4,NA,Coastal giant salamander,52,NA,5.72,NONE,01 September 1993,NA
1993,CC,L,2,5,C,3,NA,Coastal giant salamander,66,NA,10.42,NONE,01 September 1993,NA
1993,CC,L,2,5,C,4,NA,Coastal giant salamander,70,NA,14.35,NONE,01 September 1993,NA
1993,CC,L,2,6,SC,8,NA,Coastal giant salamander,38,NA,2.25,NONE,01 September 1993,NA
1993,CC,L,2,6,SC,9,NA,Coastal giant salamander,57,NA,7.65,NONE,01 September 1993,NA
1993,CC,L,2,6,SC,10,NA,Coastal giant salamander,74,NA,16.7,NONE,01 September 1993,NA
1993,CC,L,2,6,SC,11,NA,Coastal giant salamander,66,NA,12.09,NONE,01 September 1993,NA
1993,CC,L,2,6,SC,12,NA,Coastal giant salamander,111,NA,44.16,NONE,01 September 1993,NA
1993,CC,M,1,8,C,10,NA,Coastal giant salamander,80,NA,20.56,NONE,01 September 1993,NA
1993,CC,M,1,10,P,7,NA,Coastal giant salamander,52,NA,6.58,NONE,01 September 1993,NA
1993,CC,M,1,10,P,8,NA,Coastal giant salamander,58,NA,7.6,NONE,01 September 1993,NA
1993,CC,M,1,10,P,9,NA,Coastal giant salamander,82,NA,22.95,NONE,01 September 1993,NA
1993,CC,M,1,11,C,9,NA,Coastal giant salamander,50,NA,5.44,NONE,01 September 1993,NA
1993,CC,M,1,11,C,10,NA,Coastal giant salamander,50,NA,5.8,NONE,01 September 1993,NA
1993,CC,M,1,11,C,11,NA,Coastal giant salamander,48,NA,4.8,NONE,01 September 1993,NA
1993,CC,M,1,11,C,12,NA,Coastal giant salamander,62,NA,10.85,NONE,01 September 1993,NA
1993,CC,M,1,11,C,13,NA,Coastal giant salamander,50,NA,5.04,NONE,01 September 1993,NA
1993,CC,M,1,11,C,14,NA,Coastal giant salamander,80,NA,18.77,NONE,01 September 1993,NA
1993,CC,M,1,11,C,15,NA,Coastal giant salamander,85,NA,19.58,NONE,01 September 1993,NA
1993,CC,M,1,11,C,16,NA,Coastal giant salamander,80,NA,19.99,NONE,01 September 1993,NA
1993,CC,M,2,8,C,6,NA,Coastal giant salamander,63,NA,10.83,NONE,01 September 1993,NA
1993,CC,M,2,9,SC,27,NA,Coastal giant salamander,32,NA,1.51,NONE,01 September 1993,NA
1993,CC,M,2,9,SC,28,NA,Coastal giant salamander,75,NA,16.44,NONE,01 September 1993,NA
1993,CC,M,2,9,SC,29,NA,Coastal giant salamander,30,NA,1.21,NONE,01 September 1993,NA
1993,CC,M,2,9,SC,30,NA,Coastal giant salamander,46,NA,4.59,NONE,01 September 1993,NA
1993,CC,M,2,9,SC,31,NA,Coastal giant salamander,42,NA,3.44,NONE,01 September 1993,NA
1993,CC,M,2,9,SC,32,NA,Coastal giant salamander,95,NA,26.32,NONE,01 September 1993,NA
1993,CC,M,2,11,C,4,NA,Coastal giant salamander,57,NA,7.61,NONE,01 September 1993,NA
1993,CC,U,1,12,P,21,NA,Coastal giant salamander,51,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,12,P,22,NA,Coastal giant salamander,68,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,12,P,23,NA,Coastal giant salamander,78,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,12,P,24,NA,Coastal giant salamander,80,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,12,P,25,NA,Coastal giant salamander,107,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,13,S,2,NA,Coastal giant salamander,78,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,14,P,8,NA,Coastal giant salamander,67,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,14,P,9,NA,Coastal giant salamander,52,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,14,P,10,NA,Coastal giant salamander,40,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,14,P,11,NA,Coastal giant salamander,41,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,29,NA,Coastal giant salamander,32,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,30,NA,Coastal giant salamander,39,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,31,NA,Coastal giant salamander,28,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,32,NA,Coastal giant salamander,57,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,33,NA,Coastal giant salamander,38,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,34,NA,Coastal giant salamander,72,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,35,NA,Coastal giant salamander,81,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,36,NA,Coastal giant salamander,82,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,15,C,37,NA,Coastal giant salamander,74,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,16,P,21,NA,Coastal giant salamander,51,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,16,P,22,NA,Coastal giant salamander,58,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,16,P,23,NA,Coastal giant salamander,67,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,16,P,24,NA,Coastal giant salamander,40,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,16,P,25,NA,Coastal giant salamander,113,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,17,C,10,NA,Coastal giant salamander,41,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,17,C,11,NA,Coastal giant salamander,52,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,17,C,12,NA,Coastal giant salamander,116,NA,NA,NONE,02 September 1993,NA
1993,CC,U,1,17,C,13,NA,Coastal giant salamander,122,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,12,P,7,NA,Coastal giant salamander,72,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,12,P,8,NA,Coastal giant salamander,77,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,12,P,9,NA,Coastal giant salamander,133,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,14,P,4,NA,Coastal giant salamander,104,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,15,NA,Coastal giant salamander,108,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,16,NA,Coastal giant salamander,78,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,17,NA,Coastal giant salamander,68,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,18,NA,Coastal giant salamander,75,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,19,NA,Coastal giant salamander,98,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,20,NA,Coastal giant salamander,72,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,21,NA,Coastal giant salamander,76,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,22,NA,Coastal giant salamander,83,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,23,NA,Coastal giant salamander,63,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,24,NA,Coastal giant salamander,56,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,25,NA,Coastal giant salamander,53,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,26,NA,Coastal giant salamander,45,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,27,NA,Coastal giant salamander,46,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,15,C,28,NA,Coastal giant salamander,56,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,16,P,2,NA,Coastal giant salamander,53,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,16,P,3,NA,Coastal giant salamander,38,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,16,P,4,NA,Coastal giant salamander,32,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,17,C,1,NA,Coastal giant salamander,57,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,17,C,2,NA,Coastal giant salamander,51,NA,NA,NONE,02 September 1993,NA
1993,CC,U,2,17,C,3,NA,Coastal giant salamander,37,NA,NA,NONE,02 September 1993,NA
1993,OG,L,1,1,P,13,NA,Coastal giant salamander,52,NA,5.3,NONE,02 September 1993,NA
1993,OG,L,1,1,P,14,NA,Coastal giant salamander,57,NA,7.13,NONE,02 September 1993,NA
1993,OG,L,1,1,P,15,NA,Coastal giant salamander,69,NA,12.16,NONE,02 September 1993,NA
1993,OG,L,1,1,P,16,NA,Coastal giant salamander,39,NA,2.13,NONE,02 September 1993,NA
1993,OG,L,1,1,P,17,NA,Coastal giant salamander,114,NA,53.01,NONE,02 September 1993,NA
1993,OG,L,1,2,C,21,NA,Coastal giant salamander,44,NA,3.1,NONE,02 September 1993,NA
1993,OG,L,1,2,C,22,NA,Coastal giant salamander,60,NA,8.62,NONE,02 September 1993,NA
1993,OG,L,1,2,C,23,NA,Coastal giant salamander,66,NA,11.53,NONE,02 September 1993,NA
1993,OG,L,1,2,C,24,NA,Coastal giant salamander,29,NA,1.13,NONE,02 September 1993,NA
1993,OG,L,1,2,C,25,NA,Coastal giant salamander,62,NA,9.57,NONE,02 September 1993,NA
1993,OG,L,1,2,C,26,NA,Coastal giant salamander,70,NA,15.17,NONE,02 September 1993,NA
1993,OG,L,1,2,C,27,NA,Coastal giant salamander,122,NA,63.39,NONE,02 September 1993,NA
1993,OG,L,1,3,P,14,NA,Coastal giant salamander,46,NA,4.3,NONE,02 September 1993,NA
1993,OG,L,1,3,P,15,NA,Coastal giant salamander,66,NA,11.67,NONE,02 September 1993,NA
1993,OG,L,1,3,P,16,NA,Coastal giant salamander,58,NA,6.95,NONE,02 September 1993,NA
1993,OG,L,1,4,SC,3,NA,Coastal giant salamander,35,NA,2.28,NONE,02 September 1993,NA
1993,OG,L,1,5,IP,9,NA,Coastal giant salamander,30,NA,0.86,NONE,02 September 1993,NA
1993,OG,L,1,6,C,17,NA,Coastal giant salamander,45,NA,4.06,NONE,02 September 1993,NA
1993,OG,L,1,6,C,18,NA,Coastal giant salamander,34,NA,1.4,NONE,02 September 1993,NA
1993,OG,L,1,6,C,19,NA,Coastal giant salamander,48,NA,4.33,NONE,02 September 1993,NA
1993,OG,L,1,6,C,20,NA,Coastal giant salamander,67,NA,10.79,NONE,02 September 1993,NA
1993,OG,L,1,6,C,21,NA,Coastal giant salamander,35,NA,1.71,NONE,02 September 1993,NA
1993,OG,L,1,6,C,22,NA,Coastal giant salamander,68,NA,11.31,NONE,02 September 1993,NA
1993,OG,L,1,6,C,23,NA,Coastal giant salamander,50,NA,5.15,NONE,02 September 1993,NA
1993,OG,L,1,6,C,24,NA,Coastal giant salamander,130,NA,61.84,NONE,02 September 1993,NA
1993,OG,L,2,1,P,5,NA,Coastal giant salamander,51,NA,6.59,NONE,02 September 1993,NA
1993,OG,L,2,1,P,6,NA,Coastal giant salamander,70,NA,15.54,NONE,02 September 1993,NA
1993,OG,L,2,3,P,4,NA,Coastal giant salamander,36,NA,2.26,NONE,02 September 1993,NA
1993,OG,L,2,6,C,2,NA,Coastal giant salamander,124,NA,58.17,NONE,02 September 1993,NA
1993,OG,M,1,7,P,9,NA,Coastal giant salamander,48,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,7,P,10,NA,Coastal giant salamander,49,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,7,P,11,NA,Coastal giant salamander,128,NA,71.31,NONE,03 September 1993,NA
1993,OG,M,1,8,SC,4,NA,Coastal giant salamander,49,NA,4.44,NONE,03 September 1993,NA
1993,OG,M,1,9,C,12,NA,Coastal giant salamander,48,NA,4.34,NONE,03 September 1993,NA
1993,OG,M,1,9,C,13,NA,Coastal giant salamander,62,NA,10.63,NONE,03 September 1993,NA
1993,OG,M,1,9,C,14,NA,Coastal giant salamander,126,NA,77.9,NONE,03 September 1993,NA
1993,OG,M,1,11,R,35,NA,Coastal giant salamander,72,NA,10.99,NONE,03 September 1993,NA
1993,OG,M,1,11,R,36,NA,Coastal giant salamander,59,NA,7.09,NONE,03 September 1993,NA
1993,OG,M,1,11,R,37,NA,Coastal giant salamander,88,NA,21.35,NONE,03 September 1993,NA
1993,OG,M,1,11,R,38,NA,Coastal giant salamander,50,NA,4.62,NONE,03 September 1993,NA
1993,OG,M,1,11,R,39,NA,Coastal giant salamander,53,NA,7.49,NONE,03 September 1993,NA
1993,OG,M,1,11,R,40,NA,Coastal giant salamander,82,NA,19.65,NONE,03 September 1993,NA
1993,OG,M,1,11,R,41,NA,Coastal giant salamander,66,NA,11.15,NONE,03 September 1993,NA
1993,OG,M,1,11,R,42,NA,Coastal giant salamander,84,NA,20.93,NONE,03 September 1993,NA
1993,OG,M,1,11,R,43,NA,Coastal giant salamander,61,NA,8.17,NONE,03 September 1993,NA
1993,OG,M,1,11,R,44,NA,Coastal giant salamander,58,NA,7.39,NONE,03 September 1993,NA
1993,OG,M,1,11,R,45,NA,Coastal giant salamander,64,NA,10.5,NONE,03 September 1993,NA
1993,OG,M,1,11,R,46,NA,Coastal giant salamander,67,NA,11.68,NONE,03 September 1993,NA
1993,OG,M,1,11,R,47,NA,Coastal giant salamander,38,NA,1.91,NONE,03 September 1993,NA
1993,OG,M,1,11,R,48,NA,Coastal giant salamander,134,NA,66.74,NONE,03 September 1993,NA
1993,OG,M,1,11,R,49,NA,Coastal giant salamander,66,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,12,IP,1,NA,Coastal giant salamander,38,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,12,IP,2,NA,Coastal giant salamander,39,NA,2.28,NONE,03 September 1993,NA
1993,OG,M,1,12,IP,3,NA,Coastal giant salamander,28,NA,0.99,NONE,03 September 1993,NA
1993,OG,M,1,12,IP,4,NA,Coastal giant salamander,37,NA,2.08,NONE,03 September 1993,NA
1993,OG,M,1,13,C,26,NA,Coastal giant salamander,68,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,27,NA,Coastal giant salamander,56,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,28,NA,Coastal giant salamander,75,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,29,NA,Coastal giant salamander,45,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,30,NA,Coastal giant salamander,59,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,31,NA,Coastal giant salamander,52,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,32,NA,Coastal giant salamander,69,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,33,NA,Coastal giant salamander,64,NA,NA,NONE,03 September 1993,NA
1993,OG,M,1,13,C,34,NA,Coastal giant salamander,116,NA,NA,NONE,03 September 1993,NA
1993,OG,M,2,2,P,1,NA,Coastal giant salamander,38,NA,2.07,NONE,03 September 1993,NA
1993,OG,M,2,2,P,2,NA,Coastal giant salamander,33,NA,1.4,NONE,03 September 1993,NA
1993,OG,M,2,8,SC,1,NA,Coastal giant salamander,53,NA,5.13,NONE,03 September 1993,NA
1993,OG,M,2,9,C,2,NA,Coastal giant salamander,65,NA,9.58,NONE,03 September 1993,NA
1993,OG,M,2,9,C,3,NA,Coastal giant salamander,60,NA,7.83,NONE,03 September 1993,NA
1993,OG,M,2,9,C,4,NA,Coastal giant salamander,48,NA,NA,NONE,03 September 1993,NA
1993,OG,M,2,11,R,7,NA,Coastal giant salamander,58,NA,NA,NONE,03 September 1993,NA
1993,OG,M,2,11,R,8,NA,Coastal giant salamander,51,NA,NA,NONE,03 September 1993,NA
1993,OG,M,2,11,R,9,NA,Coastal giant salamander,54,NA,NA,NONE,03 September 1993,NA
1993,OG,M,2,11,R,10,NA,Coastal giant salamander,63,NA,NA,NONE,03 September 1993,NA
1993,OG,M,2,13,C,1,NA,Coastal giant salamander,50,NA,NA,NONE,03 September 1993,NA
1993,OG,M,2,13,C,2,NA,Coastal giant salamander,64,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,40,NA,Coastal giant salamander,75,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,41,NA,Coastal giant salamander,67,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,42,NA,Coastal giant salamander,70,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,43,NA,Coastal giant salamander,67,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,44,NA,Coastal giant salamander,75,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,45,NA,Coastal giant salamander,59,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,46,NA,Coastal giant salamander,70,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,47,NA,Coastal giant salamander,70,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,48,NA,Coastal giant salamander,70,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,49,NA,Coastal giant salamander,50,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,50,NA,Coastal giant salamander,29,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,51,NA,Coastal giant salamander,56,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,52,NA,Coastal giant salamander,35,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,53,NA,Coastal giant salamander,61,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,54,NA,Coastal giant salamander,35,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,55,NA,Coastal giant salamander,37,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,13,C,56,NA,Coastal giant salamander,36,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,14,SC,9,NA,Coastal giant salamander,54,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,14,SC,10,NA,Coastal giant salamander,50,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,14,SC,11,NA,Coastal giant salamander,47,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,15,IP,9,NA,Coastal giant salamander,42,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,15,IP,10,NA,Coastal giant salamander,48,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,15,IP,11,NA,Coastal giant salamander,72,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,15,IP,12,NA,Coastal giant salamander,39,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,37,NA,Coastal giant salamander,62,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,38,NA,Coastal giant salamander,65,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,39,NA,Coastal giant salamander,113,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,40,NA,Coastal giant salamander,50,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,41,NA,Coastal giant salamander,54,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,42,NA,Coastal giant salamander,104,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,43,NA,Coastal giant salamander,58,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,44,NA,Coastal giant salamander,77,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,45,NA,Coastal giant salamander,70,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,46,NA,Coastal giant salamander,52,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,16,R,47,NA,Coastal giant salamander,47,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,17,C,28,NA,Coastal giant salamander,61,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,17,C,29,NA,Coastal giant salamander,53,NA,NA,NONE,03 September 1993,NA
1993,OG,U,1,17,C,30,NA,Coastal giant salamander,47,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,13,C,6,NA,Coastal giant salamander,71,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,13,C,7,NA,Coastal giant salamander,59,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,13,C,8,NA,Coastal giant salamander,69,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,15,IP,1,NA,Coastal giant salamander,46,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,15,IP,2,NA,Coastal giant salamander,37,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,15,IP,3,NA,Coastal giant salamander,82,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,16,R,3,NA,Coastal giant salamander,60,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,16,R,4,NA,Coastal giant salamander,50,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,17,C,6,NA,Coastal giant salamander,56,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,17,C,7,NA,Coastal giant salamander,59,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,17,C,8,NA,Coastal giant salamander,52,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,17,C,9,NA,Coastal giant salamander,39,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,17,C,10,NA,Coastal giant salamander,70,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,17,C,11,NA,Coastal giant salamander,29,NA,NA,NONE,03 September 1993,NA
1993,OG,U,2,17,C,12,NA,Coastal giant salamander,105,NA,NA,NONE,03 September 1993,NA
1994,CC,L,1,1,P,25,NA,Coastal giant salamander,69,100,9.63,NONE,30 August 1994,NA
1994,CC,L,1,1,P,26,NA,Coastal giant salamander,54,100,6.13,NONE,30 August 1994,NA
1994,CC,L,1,1,P,27,NA,Coastal giant salamander,58,97,8.02,NONE,30 August 1994,NA
1994,CC,L,1,1,P,28,NA,Coastal giant salamander,68,128,NA,NONE,30 August 1994,NA
1994,CC,L,1,2,C,45,NA,Coastal giant salamander,80,136,20.64,NONE,30 August 1994,NA
1994,CC,L,1,2,C,46,NA,Coastal giant salamander,55,105,7.2,NONE,30 August 1994,NA
1994,CC,L,1,2,C,47,NA,Coastal giant salamander,66,125,12.12,NONE,30 August 1994,NA
1994,CC,L,1,2,C,48,NA,Coastal giant salamander,63,115,9.74,NONE,30 August 1994,NA
1994,CC,L,1,2,C,49,NA,Coastal giant salamander,68,133,12.67,NONE,30 August 1994,NA
1994,CC,L,1,2,C,50,NA,Coastal giant salamander,61,120,10.7,NONE,30 August 1994,NA
1994,CC,L,1,2,C,51,NA,Coastal giant salamander,57,100,7.6,NONE,30 August 1994,NA
1994,CC,L,1,2,C,52,NA,Coastal giant salamander,70,118,14.85,NONE,30 August 1994,NA
1994,CC,L,1,2,C,53,NA,Coastal giant salamander,104,190,47.62,NONE,30 August 1994,NA
1994,CC,L,1,2,C,54,NA,Coastal giant salamander,100,178,35.8,NONE,30 August 1994,NA
